,level_0,index,grid_index,OPCINA,Mjesna_zaj,WKT,area,Gross_floor_A_heated_m2,total_heat_demand_kWh_realni_2021_schedule,CO2_emissions_realni_2021_schedule,PM2.5_emissions_realni_2021_schedule,NOx_emissions_realni_2021_schedule,SO2_emissions_realni_2021_schedule,total_heat_demand_MWh_realni_2021_schedule,total_heat_demand_kWh/m2_realni_2021_schedule
5562,5562,5562,77650,NOVI GRAD,N Heroja Sokolje,"POLYGON ((2038391.7263781778 5446195.850859159, 2038391.7263781778 5446395.850859159, 2038591.7263781778 5446395.850859159, 2038591.7263781778 5446195.850859159, 2038391.7263781778 5446195.850859159))",40000.0,2234.9138055566023,344791.9844111207,0.09070019452701553,0.00035361668281678994,0.0001629587034979081,0.00015281809796780698,344.7919844111207,154.27529399741246
5563,5563,5563,77651,NOVI GRAD,N Heroja Sokolje,"POLYGON ((2038591.7263781778 5446195.850859159, 2038591.7263781778 5446395.850859159, 2038791.7263781778 5446395.850859159, 2038791.7263781778 5446195.850859159, 2038591.7263781778 5446195.850859159))",40000.0,7507.7357667666265,1145820.7102192268,0.26458592129892716,0.0008073928473294054,0.00043035377769095625,0.0004296036830890905,1145.8207102192268,152.61867836255777
5564,5564,5564,77652,NOVI GRAD,N Heroja Sokolje,"POLYGON ((2038791.7263781778 5446195.850859159, 2038791.7263781778 5446395.850859159, 2038991.7263781778 5446395.850859159, 2038991.7263781778 5446195.850859159, 2038791.7263781778 5446195.850859159))",40000.0,5033.926488565586,669927.2838228466,0.10893466643191929,0.001226146402897317,0.00030165466999265407,0.0006469159216857928,669.9272838228466,133.08245270259042
5565,5565,5565,77653,NOVI GRAD,N Heroja Sokolje,"POLYGON ((2038991.7263781778 5446195.850859159, 2038991.7263781778 5446395.850859159, 2039191.7263781778 5446395.850859159, 2039191.7263781778 5446195.850859159, 2038991.7263781778 5446195.850859159))",40000.0,6546.959650739475,740150.6242508657,0.09431861159517395,0.0014734081176334117,0.0003157014405046414,0.0005039358543944991,740.1506242508657,113.05257153482931
5566,5566,5566,77654,NOVI GRAD,N Heroja Sokolje,"POLYGON ((2039191.7263781778 5446195.850859159, 2039191.7263781778 5446395.850859159, 2039391.7263781778 5446395.850859159, 2039391.7263781778 5446195.850859159, 2039191.7263781778 5446195.850859159))",40000.0,6601.921720560515,850841.3197770272,0.15027473160595012,0.0016541364738503657,0.0004111643739344687,0.0009761158824593236,850.8413197770273,128.87782615283558
5567,5567,5567,77655,NOVI GRAD,N Heroja Sokolje,"POLYGON ((2039391.7263781778 5446195.850859159, 2039391.7263781778 5446395.850859159, 2039591.7263781778 5446395.850859159, 2039591.7263781778 5446195.850859159, 2039391.7263781778 5446195.850859159))",40000.0,3140.83291580619,360713.5261752442,0.05489163243237519,0.0006597200934178268,0.0001575391541921313,0.0003426856634438862,360.71352617524417,114.84645501515196
5568,5568,5568,77656,NOVI GRAD,N Heroja Sokolje,"POLYGON ((2039591.7263781778 5446195.850859159, 2039591.7263781778 5446395.850859159, 2039791.7263781778 5446395.850859159, 2039791.7263781778 5446195.850859159, 2039591.7263781778 5446195.850859159))",40000.0,3353.627292330641,431320.41255869553,0.0801551084331838,0.0007057415866290137,0.00019592794716753853,0.0005647556466922349,431.3204125586956,128.61310305563043
5569,5569,5569,77657,NOVI GRAD,N Heroja Sokolje,"POLYGON ((2039791.7263781778 5446195.850859159, 2039791.7263781778 5446395.850859159, 2039991.7263781778 5446395.850859159, 2039991.7263781778 5446195.850859159, 2039791.7263781778 5446195.850859159))",40000.0,207.238731503131,21531.70629712409,0.009249131052222468,3.461899997765737e-05,1.6407859586343986e-05,7.686230664871445e-05,21.53170629712409,103.8980799629088
5570,5570,5570,77658,NOVI GRAD,N Heroja Sokolje,"POLYGON ((2039991.7263781778 5446195.850859159, 2039991.7263781778 5446395.850859159, 2040191.7263781778 5446395.850859159, 2040191.7263781778 5446195.850859159, 2039991.7263781778 5446195.850859159))",40000.0,865.1479648725343,75740.03961021456,0.03211427418705309,7.765716389457363e-05,5.133580588931669e-05,0.0002775044311327902,75.74003961021455,87.54576406057159
5571,5571,5571,77659,NOVI GRAD,N Heroja Sokolje,"POLYGON ((2040191.7263781778 5446195.850859159, 2040191.7263781778 5446395.850859159, 2040391.7263781778 5446395.850859159, 2040391.7263781778 5446195.850859159, 2040191.7263781778 5446195.850859159))",40000.0,449.468777077898,44850.5191775882,0.008019719661567138,9.501961610876354e-05,2.2835693760286544e-05,5.0407959295678504e-05,44.8505191775882,99.78561685457208
5572,5572,5572,77684,VOGOŠĆA,Kobilja Glava,"POLYGON ((2045191.7263781778 5446195.850859159, 2045191.7263781778 5446395.850859159, 2045391.7263781778 5446395.850859159, 2045391.7263781778 5446195.850859159, 2045191.7263781778 5446195.850859159))",40000.0,786.0130831328196,110496.08548525281,0.03442593150025268,0.00016938354067327324,6.643885049235664e-05,0.00027596279188777734,110.4960854852528,140.5779214829956
5573,5573,5573,77685,VOGOŠĆA,Kobilja Glava,"POLYGON ((2045391.7263781778 5446195.850859159, 2045391.7263781778 5446395.850859159, 2045591.7263781778 5446395.850859159, 2045591.7263781778 5446195.850859159, 2045391.7263781778 5446195.850859159))",40000.0,3447.293789678181,381904.7362612249,0.10264485356819575,0.0004231187370360022,0.00018740855594119317,0.00032134292629719125,381.9047362612249,110.78392488760794
5574,5574,5574,77686,VOGOŠĆA,Kobilja Glava,"POLYGON ((2045591.7263781778 5446195.850859159, 2045591.7263781778 5446395.850859159, 2045791.7263781778 5446395.850859159, 2045791.7263781778 5446195.850859159, 2045591.7263781778 5446195.850859159))",40000.0,501.3875226552576,70264.85733175343,0.02310698926665219,9.676405779333132e-05,4.235246841104216e-05,0.00018945722405910658,70.26485733175343,140.14081754496692
5575,5575,5575,77687,VOGOŠĆA,Kobilja Glava,"POLYGON ((2045791.7263781778 5446195.850859159, 2045791.7263781778 5446395.850859159, 2045991.7263781778 5446395.850859159, 2045991.7263781778 5446195.850859159, 2045791.7263781778 5446195.850859159))",40000.0,209.25803847818767,20729.618773443734,0.0014345756936639264,4.854563979239303e-05,8.263098612476468e-06,1.1361753419276676e-06,20.729618773443732,99.06247293627631
5576,5576,5576,77689,VOGOŠĆA,Kobilja Glava,"POLYGON ((2046191.7263781778 5446195.850859159, 2046191.7263781778 5446395.850859159, 2046391.7263781778 5446395.850859159, 2046391.7263781778 5446195.850859159, 2046191.7263781778 5446195.850859159))",40000.0,1939.8321409811883,200804.04013331042,0.030611441295562158,0.00032243963861617296,8.183338240409973e-05,0.00020246334212067982,200.80404013331045,103.51619394848336
5577,5577,5577,77690,NOVO SARAJEVO,Velešići,"POLYGON ((2046391.7263781778 5446195.850859159, 2046391.7263781778 5446395.850859159, 2046591.7263781778 5446395.850859159, 2046591.7263781778 5446195.850859159, 2046391.7263781778 5446195.850859159))",40000.0,676.8463782217125,116160.55413763876,0.024023090223177737,0.00020899366045732542,5.8387018180595886e-05,0.00016989162763095324,116.16055413763877,171.62026402923058
5578,5578,5578,77691,NOVO SARAJEVO,Velešići,"POLYGON ((2046591.7263781778 5446195.850859159, 2046591.7263781778 5446395.850859159, 2046791.7263781778 5446395.850859159, 2046791.7263781778 5446195.850859159, 2046591.7263781778 5446195.850859159))",40000.0,1684.735128619028,229452.3091672999,0.028782447470593966,0.0003168519821389742,7.87553968967603e-05,0.00018694970972257693,229.45230916729992,136.19488622842525
5579,5579,5579,77692,NOVO SARAJEVO,Velešići,"POLYGON ((2046791.7263781778 5446195.850859159, 2046791.7263781778 5446395.850859159, 2046991.7263781778 5446395.850859159, 2046991.7263781778 5446195.850859159, 2046791.7263781778 5446195.850859159))",40000.0,1466.0540032253743,210678.53946117646,0.05103596581281889,0.00037721343392111176,0.00011522032963671198,0.0002988121012962474,210.67853946117646,143.70448769122808
5580,5580,5580,77693,CENTAR,Betanija Šip,"POLYGON ((2046991.7263781778 5446195.850859159, 2046991.7263781778 5446395.850859159, 2047191.7263781778 5446395.850859159, 2047191.7263781778 5446195.850859159, 2046991.7263781778 5446195.850859159))",40000.0,2599.9455406508423,352378.49230158294,0.09216022855516465,0.0006310067778088139,0.00020137607915865927,0.0006944144280132489,352.3784923015829,135.5330282084956
5581,5581,5581,77694,CENTAR,Betanija Šip,"POLYGON ((2047191.7263781778 5446195.850859159, 2047191.7263781778 5446395.850859159, 2047391.7263781778 5446395.850859159, 2047391.7263781778 5446195.850859159, 2047191.7263781778 5446195.850859159))",40000.0,2695.8703691075175,328503.04222737526,0.028910332288048474,0.0006403584374741881,0.00012176356959465858,0.00010731957006517641,328.50304222737526,121.85416850593153
5582,5582,5582,77695,CENTAR,Betanija Šip,"POLYGON ((2047391.7263781778 5446195.850859159, 2047391.7263781778 5446395.850859159, 2047591.7263781778 5446395.850859159, 2047591.7263781778 5446195.850859159, 2047391.7263781778 5446195.850859159))",40000.0,380.1732513636571,74299.2591324493,0.02699328817064604,0.0001294866941624916,5.165397952082425e-05,0.00021721271716023644,74.2992591324493,195.43526238614268
5583,5583,5583,77700,CENTAR,Betanija Šip,"POLYGON ((2048391.7263781778 5446195.850859159, 2048391.7263781778 5446395.850859159, 2048591.7263781778 5446395.850859159, 2048591.7263781778 5446195.850859159, 2048391.7263781778 5446195.850859159))",40000.0,3152.759002038535,346625.514971647,0.08728047479770211,0.0006297636071817195,0.00019500482356955135,0.0005498421307059694,346.62551497164696,109.94354936343794
5584,5584,5584,77701,CENTAR,Koševsko Brdo,"POLYGON ((2048591.7263781778 5446195.850859159, 2048591.7263781778 5446395.850859159, 2048791.7263781778 5446395.850859159, 2048791.7263781778 5446195.850859159, 2048591.7263781778 5446195.850859159))",40000.0,12823.673405689993,1771366.6869550867,0.5610315632147939,0.0002756728544062539,0.000727139308121673,0.0006803835888516251,1771.3666869550866,138.13254836707813
5585,5585,5585,77704,CENTAR,Breka Koševo II,"POLYGON ((2049191.7263781778 5446195.850859159, 2049191.7263781778 5446395.850859159, 2049391.7263781778 5446395.850859159, 2049391.7263781778 5446195.850859159, 2049191.7263781778 5446195.850859159))",40000.0,5007.996948020971,463527.5692290496,0.19086429321196163,7.361840286642371e-06,0.00024539490344080905,0.00034355300114877077,463.5275692290496,92.55747837710315
5586,5586,5586,77705,CENTAR,Breka Koševo II,"POLYGON ((2049391.7263781778 5446195.850859159, 2049391.7263781778 5446395.850859159, 2049591.7263781778 5446395.850859159, 2049591.7263781778 5446195.850859159, 2049391.7263781778 5446195.850859159))",40000.0,2323.9254193770494,223957.10090054502,0.06638790577644851,8.628284917535218e-07,8.039527057750541e-05,2.281648973957087e-05,223.95710090054502,96.37017566621346
5587,5587,5587,77706,CENTAR,Breka Koševo II,"POLYGON ((2049591.7263781778 5446195.850859159, 2049591.7263781778 5446395.850859159, 2049791.7263781778 5446395.850859159, 2049791.7263781778 5446195.850859159, 2049591.7263781778 5446195.850859159))",40000.0,9851.287567378962,1025987.3346040299,0.2585098314851795,0.0009958839936877893,0.00046276010082374106,0.0007960231234218907,1025.98733460403,104.14753681553573
5588,5588,5588,77707,CENTAR,Breka Koševo II,"POLYGON ((2049791.7263781778 5446195.850859159, 2049791.7263781778 5446395.850859159, 2049991.7263781778 5446395.850859159, 2049991.7263781778 5446195.850859159, 2049791.7263781778 5446195.850859159))",40000.0,12502.825488592445,1371397.6003891744,0.25612874247525486,0.0014155547539043804,0.0004994877938382619,0.0003393370830391883,1371.3976003891744,109.68701447848208
5589,5589,5589,77708,CENTAR,Breka Koševo II,"POLYGON ((2049991.7263781778 5446195.850859159, 2049991.7263781778 5446395.850859159, 2050191.7263781778 5446395.850859159, 2050191.7263781778 5446195.850859159, 2049991.7263781778 5446195.850859159))",40000.0,9684.2813308948,1232953.856553108,0.14527372708722838,0.0020992301138777363,0.00046373182731361025,0.0007782028537511917,1232.953856553108,127.31495651822276
5590,5590,5590,77709,CENTAR,Hrastovi Mrkovići,"POLYGON ((2050191.7263781778 5446195.850859159, 2050191.7263781778 5446395.850859159, 2050391.7263781778 5446395.850859159, 2050391.7263781778 5446195.850859159, 2050191.7263781778 5446195.850859159))",40000.0,11195.420774800814,1643337.5753233253,0.24879151769735453,0.0031979169538056368,0.0007415605576897457,0.0014746517789888914,1643.3375753233254,146.7865842990223
5591,5591,5591,77710,CENTAR,Hrastovi Mrkovići,"POLYGON ((2050391.7263781778 5446195.850859159, 2050391.7263781778 5446395.850859159, 2050591.7263781778 5446395.850859159, 2050591.7263781778 5446195.850859159, 2050391.7263781778 5446195.850859159))",40000.0,8781.49112141157,1201020.369468976,0.2510745591387832,0.001965579325433513,0.0005812617154069951,0.0018302328595699519,1201.020369468976,136.76724748267122
5592,5592,5592,77711,CENTAR,Hrastovi Mrkovići,"POLYGON ((2050591.7263781778 5446195.850859159, 2050591.7263781778 5446395.850859159, 2050791.7263781778 5446395.850859159, 2050791.7263781778 5446195.850859159, 2050591.7263781778 5446195.850859159))",40000.0,8125.313367835461,1124015.5397061994,0.16478612656170205,0.0023401471467266034,0.0005205681931574598,0.0009389101961586643,1124.0155397061994,138.3350387636349
5593,5593,5593,77712,CENTAR,Hrastovi Mrkovići,"POLYGON ((2050791.7263781778 5446195.850859159, 2050791.7263781778 5446395.850859159, 2050991.7263781778 5446395.850859159, 2050991.7263781778 5446195.850859159, 2050791.7263781778 5446195.850859159))",40000.0,9803.823433673011,1323167.317722331,0.25112381860695304,0.0022899553721695623,0.0006242845503087112,0.0017496585863594682,1323.167317722331,134.96441736982663
5594,5594,5594,77713,CENTAR,Hrastovi Mrkovići,"POLYGON ((2050991.7263781778 5446195.850859159, 2050991.7263781778 5446395.850859159, 2051191.7263781778 5446395.850859159, 2051191.7263781778 5446195.850859159, 2050991.7263781778 5446195.850859159))",40000.0,4055.7419126591444,559846.0431754582,0.05776514545838761,0.0011354367384664036,0.00022421549116193664,0.00025041707892118953,559.8460431754582,138.03788683594897
5595,5595,5595,77714,CENTAR,Hrastovi Mrkovići,"POLYGON ((2051191.7263781778 5446195.850859159, 2051191.7263781778 5446395.850859159, 2051391.7263781778 5446395.850859159, 2051391.7263781778 5446195.850859159, 2051191.7263781778 5446195.850859159))",40000.0,2361.803851510506,391866.4035141728,0.07282872879433189,0.0007718841368112162,0.0001953226063924731,0.00048049918104774506,391.8664035141728,165.9182676256338
5596,5596,5596,77715,CENTAR,Hrastovi Mrkovići,"POLYGON ((2051391.7263781778 5446195.850859159, 2051391.7263781778 5446395.850859159, 2051591.7263781778 5446395.850859159, 2051591.7263781778 5446195.850859159, 2051391.7263781778 5446195.850859159))",40000.0,308.2074591506315,87689.71471618273,0.00606849236790192,0.00020535608255193793,3.495427329942034e-05,4.8062095444241125e-06,87.68971471618272,284.51522541940096
5597,5597,5597,77716,CENTAR,Hrastovi Mrkovići,"POLYGON ((2051591.7263781778 5446195.850859159, 2051591.7263781778 5446395.850859159, 2051791.7263781778 5446395.850859159, 2051791.7263781778 5446195.850859159, 2051591.7263781778 5446195.850859159))",40000.0,34.7485692996947,4098.018500334256,0.0002835998962169036,9.596941080009075e-06,1.6335240582135158e-06,2.2460941620441033e-07,4.0980185003342555,117.93344540289493
5598,5598,5598,77717,CENTAR,Hrastovi Mrkovići,"POLYGON ((2051791.7263781778 5446195.850859159, 2051791.7263781778 5446395.850859159, 2051991.7263781778 5446395.850859159, 2051991.7263781778 5446195.850859159, 2051791.7263781778 5446195.850859159))",40000.0,1957.768233715195,276684.83344808273,0.08264160904126464,0.0005186185337308488,0.00017432409831491888,0.000634487532277076,276.6848334480827,141.3266538312488
5599,5599,5599,77718,STARI GRAD,Sedrenik,"POLYGON ((2051991.7263781778 5446195.850859159, 2051991.7263781778 5446395.850859159, 2052191.7263781778 5446395.850859159, 2052191.7263781778 5446195.850859159, 2051991.7263781778 5446195.850859159))",40000.0,3918.781047166083,486180.7126177731,0.06297291674760551,0.0010354762796504322,0.00021763386677459885,0.00032353432898749084,486.18071261777305,124.06427069186755
5600,5600,5600,77719,STARI GRAD,Sedrenik,"POLYGON ((2052191.7263781778 5446195.850859159, 2052191.7263781778 5446395.850859159, 2052391.7263781778 5446395.850859159, 2052391.7263781778 5446195.850859159, 2052191.7263781778 5446195.850859159))",40000.0,3163.487920006599,378315.3002855315,0.10338075306505262,0.000728703153094047,0.00022865780118621387,0.0007737458526473768,378.3153002855315,119.58803379427552
5601,5601,5601,77721,STARI GRAD,Sedrenik,"POLYGON ((2052591.7263781778 5446195.850859159, 2052591.7263781778 5446395.850859159, 2052791.7263781778 5446395.850859159, 2052791.7263781778 5446195.850859159, 2052591.7263781778 5446195.850859159))",40000.0,578.2805617503968,73497.98034514509,0.011294515080822791,0.00014845576394259557,3.409879844312268e-05,6.733570174771375e-05,73.4979803451451,127.09744232570108
5602,5602,5602,77726,STARI GRAD,Vasin Han,"POLYGON ((2053591.7263781778 5446195.850859159, 2053591.7263781778 5446395.850859159, 2053791.7263781778 5446395.850859159, 2053791.7263781778 5446195.850859159, 2053591.7263781778 5446195.850859159))",40000.0,1017.6264180557575,164514.16587990877,0.02635699880038786,0.0003547698567212157,8.067678154411419e-05,0.00015505396934806042,164.51416587990877,161.66459808917298
5603,5603,5603,77728,STARI GRAD,Vasin Han,"POLYGON ((2053991.7263781778 5446195.850859159, 2053991.7263781778 5446395.850859159, 2054191.7263781778 5446395.850859159, 2054191.7263781778 5446195.850859159, 2053991.7263781778 5446195.850859159))",40000.0,1171.9397762343483,154111.61496713513,0.0478946858123019,0.0001314993977324711,7.866154549423039e-05,0.0003355162383923886,154.11161496713515,131.50130927574048
5604,5604,5604,77729,STARI GRAD,Vasin Han,"POLYGON ((2054191.7263781778 5446195.850859159, 2054191.7263781778 5446395.850859159, 2054391.7263781778 5446395.850859159, 2054391.7263781778 5446195.850859159, 2054191.7263781778 5446195.850859159))",40000.0,4067.8645053725168,596570.1801851104,0.12528408818293177,0.00115346728446064,0.0003129539601977165,0.0007337957553694444,596.5701801851104,146.6543881678476
5605,5605,5605,77730,STARI GRAD,Vasin Han,"POLYGON ((2054391.7263781778 5446195.850859159, 2054391.7263781778 5446395.850859159, 2054591.7263781778 5446395.850859159, 2054591.7263781778 5446195.850859159, 2054391.7263781778 5446195.850859159))",40000.0,1643.1926053445343,280478.1707818165,0.027696609412936404,0.0006399584395208101,0.0001201591177281122,9.619836307262186e-05,280.47817078181646,170.6909889136262
5606,5606,5606,77731,STARI GRAD,Vasin Han,"POLYGON ((2054591.7263781778 5446195.850859159, 2054591.7263781778 5446395.850859159, 2054791.7263781778 5446395.850859159, 2054791.7263781778 5446195.850859159, 2054591.7263781778 5446195.850859159))",40000.0,3328.5481646884555,410071.88328709913,0.14069718520999824,0.00015076123207512926,0.00020011999286830733,0.00028997073377970276,410.0718832870991,123.19842255474195
5607,5607,5607,77732,STARI GRAD,Vasin Han,"POLYGON ((2054791.7263781778 5446195.850859159, 2054791.7263781778 5446395.850859159, 2054991.7263781778 5446395.850859159, 2054991.7263781778 5446195.850859159, 2054791.7263781778 5446195.850859159))",40000.0,1836.9114960450902,304623.4684458215,0.02175389007455431,0.0005035107514250374,9.449173985772752e-05,7.534151804971541e-05,304.6234684458215,165.8345919777204
5608,5608,5608,77733,STARI GRAD,Vasin Han,"POLYGON ((2054991.7263781778 5446195.850859159, 2054991.7263781778 5446395.850859159, 2055191.7263781778 5446395.850859159, 2055191.7263781778 5446195.850859159, 2054991.7263781778 5446195.850859159))",40000.0,133.22753251847644,18050.06873324947,0.0008601503084119486,2.9107245594573982e-05,4.954431370440486e-06,6.812338833604128e-07,18.05006873324947,135.48302210540623
5609,5609,5609,77736,STARI GRAD,Vasin Han,"POLYGON ((2055591.7263781778 5446195.850859159, 2055591.7263781778 5446395.850859159, 2055791.7263781778 5446395.850859159, 2055791.7263781778 5446195.850859159, 2055591.7263781778 5446195.850859159))",40000.0,208.8467332150097,21085.074365851822,0.0,0.0,0.0,0.0,21.08507436585182,100.95956034966818
5610,5610,5610,77738,STARI GRAD,Hreša,"POLYGON ((2055991.7263781778 5446195.850859159, 2055991.7263781778 5446395.850859159, 2056191.7263781778 5446395.850859159, 2056191.7263781778 5446195.850859159, 2055991.7263781778 5446195.850859159))",40000.0,395.9613584630336,57565.446285783386,0.0015801812814236638,5.347289211261798e-05,9.101780973749046e-06,1.2514940937998533e-06,57.56544628578338,145.38147487226993
5611,5611,5611,77739,STARI GRAD,Hreša,"POLYGON ((2056191.7263781778 5446195.850859159, 2056191.7263781778 5446395.850859159, 2056391.7263781778 5446395.850859159, 2056391.7263781778 5446195.850859159, 2056191.7263781778 5446195.850859159))",40000.0,108.20708454867167,13033.604014036468,0.008104930227215954,1.5850483467113788e-05,1.2459577806998105e-05,7.097233299457779e-05,13.033604014036468,120.45056077796771
5612,5612,5612,77740,STARI GRAD,Hreša,"POLYGON ((2056391.7263781778 5446195.850859159, 2056391.7263781778 5446395.850859159, 2056591.7263781778 5446395.850859159, 2056591.7263781778 5446195.850859159, 2056391.7263781778 5446195.850859159))",40000.0,73.33662820672502,6098.67724858901,0.00042205378882968926,1.4282182038935812e-05,2.431012941507457e-06,3.342640684303809e-07,6.098677248589009,83.16004427416199
5613,5613,5613,77924,ILIDŽA,Rakovica,"POLYGON ((2023391.7263781778 5446395.850859159, 2023391.7263781778 5446595.850859159, 2023591.7263781778 5446595.850859159, 2023591.7263781778 5446395.850859159, 2023391.7263781778 5446395.850859159))",40000.0,1448.1039334634138,201935.38741849948,0.018878948037510217,0.0004421034894311094,8.268407728198986e-05,6.410170335980657e-05,201.9353874184995,139.44813127848695
5614,5614,5614,77925,ILIDŽA,Rakovica,"POLYGON ((2023591.7263781778 5446395.850859159, 2023591.7263781778 5446595.850859159, 2023791.7263781778 5446595.850859159, 2023791.7263781778 5446395.850859159, 2023591.7263781778 5446395.850859159))",40000.0,1088.8650085238576,193029.46465470042,0.017162710186327437,0.0003443200910058852,6.753996233028767e-05,7.266117697477145e-05,193.0294646547004,177.2758451631987
5615,5615,5615,77926,ILIDŽA,Rakovica,"POLYGON ((2023791.7263781778 5446395.850859159, 2023791.7263781778 5446595.850859159, 2023991.7263781778 5446595.850859159, 2023991.7263781778 5446395.850859159, 2023791.7263781778 5446395.850859159))",40000.0,379.9516016078594,55376.045836176694,0.024207716975238804,8.817797548720503e-05,4.262237817572791e-05,0.00020177850472200177,55.3760458361767,145.74499910472605
5616,5616,5616,77930,ILIDŽA,Rakovica,"POLYGON ((2024591.7263781778 5446395.850859159, 2024591.7263781778 5446595.850859159, 2024791.7263781778 5446595.850859159, 2024791.7263781778 5446395.850859159, 2024591.7263781778 5446395.850859159))",40000.0,369.6644818054002,24060.12611588598,0.0005082804764587896,1.720006900483203e-05,2.9276752131835695e-06,4.025550876725026e-07,24.06012611588598,65.08638860400924
5617,5617,5617,77931,ILIDŽA,Rakovica,"POLYGON ((2024791.7263781778 5446395.850859159, 2024791.7263781778 5446595.850859159, 2024991.7263781778 5446595.850859159, 2024991.7263781778 5446395.850859159, 2024791.7263781778 5446395.850859159))",40000.0,579.0283907291359,64050.55019626529,0.004432564027423204,0.00014999672557007354,2.5531391495396556e-05,3.510564114335013e-06,64.05055019626529,110.6172878943125
5618,5618,5618,77932,ILIDŽA,Rakovica,"POLYGON ((2024991.7263781778 5446395.850859159, 2024991.7263781778 5446595.850859159, 2025191.7263781778 5446595.850859159, 2025191.7263781778 5446395.850859159, 2024991.7263781778 5446395.850859159))",40000.0,434.0140746256552,47986.02102189495,0.0033208319046294094,0.0001123760218197259,1.9127858937389206e-05,2.630078943475064e-06,47.986021021894956,110.56328314533057
5619,5619,5619,77933,ILIDŽA,Rakovica,"POLYGON ((2025191.7263781778 5446395.850859159, 2025191.7263781778 5446595.850859159, 2025391.7263781778 5446595.850859159, 2025391.7263781778 5446395.850859159, 2025191.7263781778 5446395.850859159))",40000.0,180.06235185664008,38724.62854451162,0.00267990508958558,9.068723785815092e-05,1.5436146119809353e-05,2.1224687515212415e-06,38.72462854451162,215.0623278282122
5620,5620,5620,77935,ILIDŽA,Rakovica,"POLYGON ((2025591.7263781778 5446395.850859159, 2025591.7263781778 5446595.850859159, 2025791.7263781778 5446595.850859159, 2025791.7263781778 5446395.850859159, 2025591.7263781778 5446395.850859159))",40000.0,1109.9469312397598,136801.0233008038,0.00890838559598625,0.00030145727422020783,5.131194469745695e-05,7.055387941707534e-06,136.8010233008038,123.25005768339152
5621,5621,5621,77936,ILIDŽA,Rakovica,"POLYGON ((2025791.7263781778 5446395.850859159, 2025791.7263781778 5446595.850859159, 2025991.7263781778 5446595.850859159, 2025991.7263781778 5446395.850859159, 2025791.7263781778 5446395.850859159))",40000.0,1304.9053073453158,143499.42688261473,0.03794525043595151,0.0002789891053533726,8.545351617356465e-05,0.0002811199907185681,143.49942688261473,109.9692261766858
5622,5622,5622,77937,ILIDŽA,Rakovica,"POLYGON ((2025991.7263781778 5446395.850859159, 2025991.7263781778 5446595.850859159, 2026191.7263781778 5446595.850859159, 2026191.7263781778 5446395.850859159, 2025991.7263781778 5446395.850859159))",40000.0,3140.674387693389,378488.8506743235,0.05825832962981405,0.0008077358428851957,0.00018144571280513013,0.00033683691230370683,378.4888506743235,120.51196779819566
5623,5623,5623,77938,ILIDŽA,Rakovica,"POLYGON ((2026191.7263781778 5446395.850859159, 2026191.7263781778 5446595.850859159, 2026391.7263781778 5446595.850859159, 2026391.7263781778 5446395.850859159, 2026191.7263781778 5446395.850859159))",40000.0,2695.0567344660053,343681.72190535895,0.025778094262215077,0.0005377755694730864,0.00010417377661115755,0.00010398673534368184,343.681721905359,127.52300072579197
5624,5624,5624,77939,ILIDŽA,Rakovica,"POLYGON ((2026391.7263781778 5446395.850859159, 2026391.7263781778 5446595.850859159, 2026591.7263781778 5446595.850859159, 2026591.7263781778 5446395.850859159, 2026391.7263781778 5446395.850859159))",40000.0,4325.534659639466,445092.8583765703,0.07708536731598986,0.0008275518530602826,0.00020813632623404882,0.0005059468230648657,445.09285837657023,102.8989231157077
5625,5625,5625,77940,ILIDŽA,Rakovica,"POLYGON ((2026591.7263781778 5446395.850859159, 2026591.7263781778 5446595.850859159, 2026791.7263781778 5446595.850859159, 2026791.7263781778 5446395.850859159, 2026591.7263781778 5446395.850859159))",40000.0,4550.981401581561,549881.2366569294,0.13370088936648278,0.0009213452120519234,0.000293029110321701,0.0006833229676462746,549.8812366569293,120.82695755817288
5626,5626,5626,77941,ILIDŽA,Rakovica,"POLYGON ((2026791.7263781778 5446395.850859159, 2026791.7263781778 5446595.850859159, 2026991.7263781778 5446595.850859159, 2026991.7263781778 5446395.850859159, 2026791.7263781778 5446395.850859159))",40000.0,2088.790231778357,299788.0126900835,0.1352891253707461,0.000468737664472832,0.00023501617921876006,0.0011336853890576515,299.78801269008346,143.52231647255914
5627,5627,5627,77942,ILIDŽA,Rakovica,"POLYGON ((2026991.7263781778 5446395.850859159, 2026991.7263781778 5446595.850859159, 2027191.7263781778 5446595.850859159, 2027191.7263781778 5446395.850859159, 2026991.7263781778 5446395.850859159))",40000.0,1917.9390599105557,254769.37181040287,0.06521890669001948,0.00046262733419122066,0.00014463763082977324,0.0004873976253277839,254.76937181040287,132.83496704128035
5628,5628,5628,77943,ILIDŽA,Rakovica,"POLYGON ((2027191.7263781778 5446395.850859159, 2027191.7263781778 5446595.850859159, 2027391.7263781778 5446595.850859159, 2027391.7263781778 5446395.850859159, 2027191.7263781778 5446395.850859159))",40000.0,2116.0501984826537,222754.39268299472,0.028968572541109308,0.0004940499325645812,0.00010246114226699299,0.00014440612671132554,222.7543926829947,105.26895479262457
